"participant_id","speaker_identity","trialid","itemid","itemtype","itemtype_coarser","msg","target","competitor","distractor","targetpos","layout","prob_target","prob_competitor","prob_distr"
9,"adult",20,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
10,"child",7,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
11,"child",11,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
12,"child",2,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
13,"child",23,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
14,"adult",23,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
15,"adult",9,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
16,"child",2,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
17,"adult",15,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
18,"adult",20,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
19,"child",6,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,sq_gr,tr_bl",100,0,0
20,"child",3,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
21,"child",11,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
22,"child",8,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
23,"adult",3,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
24,"child",18,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
25,"child",19,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
26,"adult",14,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
27,"child",16,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
28,"child",6,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
29,"child",12,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
30,"adult",13,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
31,"adult",2,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,sq_gr,tr_bl",100,0,0
32,"adult",2,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
33,"adult",7,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
34,"child",16,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
35,"adult",7,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
36,"adult",20,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
37,"child",12,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",86,7,7
38,"adult",4,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
39,"child",23,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
40,"child",1,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
41,"adult",9,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
42,"adult",21,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
43,"child",6,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
44,"adult",12,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
45,"adult",12,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
46,"adult",22,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
47,"child",4,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
48,"adult",18,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
49,"child",21,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
50,"adult",11,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
51,"adult",21,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
52,"adult",3,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,sq_gr,tr_bl",100,0,0
53,"child",17,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
54,"adult",23,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
55,"child",3,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
56,"child",15,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
57,"child",11,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
58,"adult",16,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",96,2,2
59,"child",0,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
60,"child",22,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
61,"child",20,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
62,"adult",0,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,sq_gr,tr_bl",100,0,0
63,"child",14,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
64,"child",15,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,sq_gr,tr_bl",100,0,0
65,"adult",19,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
66,"child",17,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
67,"child",13,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"sq_gr,ci_re,tr_bl",100,0,0
68,"adult",10,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
69,"adult",3,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"sq_gr,tr_bl,ci_re",100,0,0
70,"adult",12,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",1,"ci_re,tr_bl,sq_gr",100,0,0
71,"adult",11,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",2,"tr_bl,ci_re,sq_gr",100,0,0
72,"child",7,11,"filler unambiguous","filler unambiguous","re","ci_re","tr_bl","sq_gr",3,"tr_bl,sq_gr,ci_re",100,0,0
1,"adult",8,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",96,2,2
2,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
3,"adult",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
4,"child",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
5,"child",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
6,"child",10,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
7,"child",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
8,"child",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
9,"adult",14,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
10,"child",3,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
11,"child",15,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
12,"child",5,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
13,"child",19,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
14,"adult",18,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
15,"adult",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
16,"child",21,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
17,"adult",20,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
18,"adult",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",84,9,7
19,"child",2,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",80,9,11
20,"child",22,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
21,"child",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
22,"child",12,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
23,"adult",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
24,"child",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
25,"child",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
26,"adult",23,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
27,"child",2,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
28,"child",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",85,10,5
29,"child",4,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
30,"adult",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
31,"adult",19,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
32,"adult",19,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
33,"adult",0,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",85,0,15
34,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
35,"adult",2,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
36,"adult",7,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
37,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",87,5,8
38,"adult",12,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
39,"child",3,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
40,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
41,"adult",10,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
42,"adult",18,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
43,"child",3,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
44,"adult",4,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
45,"adult",10,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
46,"adult",3,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
47,"child",18,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
48,"adult",5,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
49,"child",13,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
50,"adult",20,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
51,"adult",7,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
52,"adult",21,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
53,"child",18,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
54,"adult",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
55,"child",12,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
56,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"tr_re,sq_gr,ci_bl",100,0,0
57,"child",5,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
58,"adult",4,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",86,7,7
59,"child",16,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
60,"child",14,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
61,"child",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
62,"adult",14,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
63,"child",3,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
64,"child",11,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
65,"adult",1,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
66,"child",12,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"tr_re,ci_bl,sq_gr",100,0,0
67,"child",20,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
68,"adult",6,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",2,"ci_bl,sq_gr,tr_re",100,0,0
69,"adult",8,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",3,"ci_bl,tr_re,sq_gr",100,0,0
70,"adult",7,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
71,"adult",21,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,tr_re,ci_bl",100,0,0
72,"child",19,12,"filler unambiguous","filler unambiguous","gr","sq_gr","ci_bl","tr_re",1,"sq_gr,ci_bl,tr_re",100,0,0
1,"adult",2,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",49,49,2
2,"child",16,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
3,"adult",6,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
4,"child",15,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
5,"child",5,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
6,"child",17,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
7,"child",2,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",0,100,0
8,"child",14,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",47,53,0
9,"adult",10,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",50,50,0
10,"child",4,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
11,"child",16,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
12,"child",19,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
13,"child",3,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",51,49,0
14,"adult",9,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
15,"adult",13,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
16,"child",12,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
17,"adult",9,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
18,"adult",23,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
19,"child",16,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",49,51,0
20,"child",11,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
21,"child",5,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
22,"child",2,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
23,"adult",12,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
24,"child",19,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
25,"child",9,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",76,24,0
26,"adult",15,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
27,"child",12,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
28,"child",13,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",49,51,0
29,"child",21,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
30,"adult",12,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
31,"adult",7,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",50,50,0
32,"adult",1,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
33,"adult",8,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
34,"child",21,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
35,"adult",14,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
36,"adult",6,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
37,"child",16,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",48,48,4
38,"adult",22,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
39,"child",6,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",50,50,0
40,"child",10,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
41,"adult",18,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
42,"adult",8,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
43,"child",13,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"ci_re,tr_bl,tr_bl",50,50,0
44,"adult",10,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
45,"adult",19,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
46,"adult",14,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
47,"child",19,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
48,"adult",13,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",50,50,0
49,"child",0,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
50,"adult",22,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",50,50,0
51,"adult",10,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"ci_re,tr_bl,tr_bl",50,50,0
52,"adult",7,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
53,"child",8,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,tr_bl,ci_re",49,0,51
54,"adult",16,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",1,"tr_bl,ci_re,tr_bl",50,50,0
55,"child",2,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",2,"tr_bl,tr_bl,ci_re",51,49,0
56,"child",19,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
57,"child",22,13,"filler ambiguous","filler ambiguous","tr","tr_bl","tr_bl","ci_re",3,"tr_bl,ci_re,tr_bl",50,50,0
